url,category,name,brand,price,reduction_percentage,average_review,review_stars,number_of_reviews,image_url,availability,last_month_sales
https://www.amazon.com/dp/B08TJRVWV1,Computers & Accessories,"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black",,12.,,4.7 out of 5,,"115,609 ratings",https://m.media-amazon.com/images/I/61DwejyTGkL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08412HXK9,Computers & Accessories,"HP 67 Black/Tri-color Ink Cartridges for HP Printers | Works with Printer Series: DeskJet 1255, 2700, 4100; ENVY 6000, 6400 | Eligible for Instant Ink | 3YP29AN",HP,40.,,4.6 out of 5,,"57,819 ratings",https://m.media-amazon.com/images/I/51eBahpKdaL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B09X7FXHVJ,Computers & Accessories,"SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN",,19.,-20%,4.8 out of 5,,"68,354 ratings",https://m.media-amazon.com/images/I/81wwLOgkLgL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07CRG94G3,Computers & Accessories,"Seagate Portable 2TB External Hard Drive HDD — USB 3.0 for PC, Mac, PlayStation, & Xbox -1-Year Rescue Service (STGX2000400)",Seagate,69.,-13%,4.6 out of 5,,"259,348 ratings",https://m.media-amazon.com/images/I/41KH-bTKcKL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0C8HHV9DK,Computers & Accessories,"Anker iPhone 16 Charger, 2-Pack 20W Fast USB C Charger Block, for iPhone 16/16 Pro Max/15 Series/iPad Pro and More (Black, 2 Pack & 2 Cable)",Anker,18.,,4.6 out of 5,,"16,802 ratings",https://m.media-amazon.com/images/I/719R46dVUTL.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B07N3FYTW5,Computers & Accessories,"HP 910XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 8010, 8020; OfficeJet Pro 8020, 8030 | Eligible for Instant Ink | 3YL65AN",HP,52.,,4.6 out of 5,,"23,670 ratings",https://m.media-amazon.com/images/I/71-Eh6P5WfL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07N3G1P55,Computers & Accessories,"HP 910 Cyan, Magenta, Yellow Ink Cartridges | Works with HP OfficeJet 8010, 8020 Series, HP OfficeJet Pro 8020, 8030 Series | Eligible for Instant Ink | 3YN97AN, 3 Count (Pack of 1)",HP,43.,,4.6 out of 5,,"18,114 ratings",https://m.media-amazon.com/images/I/718rOMHM-bS.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08RHD97QY,Computers & Accessories,"TP-Link AC1200 WiFi Extender, 2025 Wirecutter Best WiFi Extender, 1.2Gbps home signal booster, Dual Band 5GHz/2.4GHz, Up to 1600 Sq.ft and 32 Devices, EasyMesh Compatible, One Ethernet Port (RE315)",,22.,-23%,4.2 out of 5,,"31,089 ratings",https://m.media-amazon.com/images/I/41Y56RIq57L.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07T2S3D6J,Computers & Accessories,"Original HP 962 Cyan, Magenta, Yellow / 962XL Black Ink Cartridges (4-Pack) | Works with HP OfficeJet 9010 Series, HP OfficeJet Pro 9010, 9020 Series",HP,134.,,4.6 out of 5,,"6,066 ratings",https://m.media-amazon.com/images/I/71V786Mv6YL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0831BF1FH,Computers & Accessories,"Stylus Pen for iPad 6th-11th Generation-2X Fast Charge Active Pencil Compatible with 2018-2025 Apple iPad Pro 11""/12.9""/M4, iPad Air 3/4/5/M2/M3,iPad mini 5/6 Gen-White",JAMJAKE,18.,-37%,4.4 out of 5,,"92,440 ratings",https://m.media-amazon.com/images/I/414C25OyjML.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0765MNPBL,Computers & Accessories,"HP Original 952 Cyan, Magenta, Yellow / 952XL Black Ink Cartridges (4-Pack) | Works OfficeJet 8702 OfficeJet Pro 7700, 8210, 8700 Series | Eligible for Instant Ink | N9K28AN",HP,147.,,4.6 out of 5,,"2,400 ratings",https://m.media-amazon.com/images/I/71j7xt3vCZL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0BJPXXM7D,Computers & Accessories,"Ailun Screen Protector for iPad 11th A16 2025 [11 Inch] / 10th Generation 2022 [10.9 Inch], Tempered Glass [Face ID & Apple Pencil Compatible] Ultra Sensitive Case Friendly [2 Pack]",Ailun,6.,,4.6 out of 5,,"114,035 ratings",https://m.media-amazon.com/images/I/71nVIiWEcgL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B00WR23X5I,Computers & Accessories,"HP 63 Black Ink Cartridge for HP Printers | Works with Printer Series: DeskJet 1112, 2130, 3630; ENVY 4510, 4520; OfficeJet 3830, 4650, 5200 | Eligible for Instant Ink | F6U62AN",HP,26.,,4.7 out of 5,,"93,386 ratings",https://m.media-amazon.com/images/I/71PzqpCRdJL.__AC_SX300_SY300_QL70_ML2_.jpg,Only 4 left in stock - order soon.,
https://www.amazon.com/dp/B09X7CRKRZ,Computers & Accessories,"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",,24.,-29%,4.8 out of 5,,"121,691 ratings",https://m.media-amazon.com/images/I/719ZXZP+5LL._AC_SY300_SX300_.jpg,In Stock,
https://www.amazon.com/dp/B004YAVF8I,Computers & Accessories,"Logitech M185 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Swift Grey",,14.,-17%,4.5 out of 5,,"41,095 ratings",https://m.media-amazon.com/images/I/61v0F70qBqL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0CJCG8QKB,Computers & Accessories,"HP 936 Black, Cyan, Magenta, Yellow Ink Cartridges (4-pack) | Works with : OfficeJet 9122e; Pro: 9110b, 9125e, 9128e, 9130b, 9135e; OfficeJet Pro Wide Format 9730e | Eligible for Instant Ink | 6C3Z5LN",HP,134.,,4.6 out of 5,,694 ratings,https://m.media-amazon.com/images/I/61Vrz4MFoYL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0BWK8QVZ2,Computers & Accessories,"SD Card Reader for iPhone, Memory Card Reader with USB Camera Adapter Plug and Play Trail Game Camera Viewer Supports SD and TF Card MicroSD Card Adapter for iPad No App Required",,9.,,4.4 out of 5,,"7,632 ratings",https://m.media-amazon.com/images/I/61kkrG-0rPL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0CLF3VPMV,Computers & Accessories,"Samsung Galaxy Tab A9+ Tablet 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",,169.,-23%,4.4 out of 5,,"13,292 ratings",https://m.media-amazon.com/images/I/61d46oYQgdL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08Y999HBF,Computers & Accessories,"Canon PG-275 / CL-276 Genuine Ink Value Pack (2 Cartridges), Compatible with TS3520/3522/4722/3720/3722, TR4720",Canon,33.,-11%,4.6 out of 5,,"17,676 ratings",https://m.media-amazon.com/images/I/816ne-0W7FL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B000UXZQ42,Computers & Accessories,"Logitech H390 Wired Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook - Black",,33.,,4.3 out of 5,,"67,817 ratings",https://m.media-amazon.com/images/I/61NuT5tXQML.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B085TFF7M1,Computers & Accessories,"Logitech C920x HD Pro Webcam, Full HD 1080p/30fps Video, Clear Audio, HD Light Correction, PC Camera Webcam, Works with Skype, Zoom, Facetime, PC, Laptop, Mac, Tablet - Black",Logitech,78.,,4.6 out of 5,,"20,640 ratings",https://m.media-amazon.com/images/I/71iNwni9TsL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B06ZY9LP74,Computers & Accessories,"HP 64 Black/Tri-color Ink Cartridges (2-pack) | Works with HP ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango Series | Eligible for Instant Ink | X4D92AN",HP,51.,,4.6 out of 5,,"23,392 ratings",https://m.media-amazon.com/images/I/71jmYtdquJL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B00WJDWGA8,Computers & Accessories,"HP 63XL Black High-yield Ink Cartridge | Works with HP DeskJet 1112, 2130, 3630 Series; HP ENVY 4510, 4520 Series; HP OfficeJet 3830, 4650, 5200 Series | Eligible for Instant Ink | F6U64AN",HP,57.,,4.7 out of 5,,"52,536 ratings",https://m.media-amazon.com/images/I/71WxxQQ-gbL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07LF72431,Computers & Accessories,"Elebase USB to USB C Adapter 4 Pack,USBC Female to A Male Car Charger,Type C Converter for iPhone 16 16e Pro Max,15 14 13 12 Plus,Apple Watch,Airpods,Compatible for Nintendo Switch,Samsung Galaxy S25",,9.,,4.6 out of 5,,"55,812 ratings",https://m.media-amazon.com/images/I/61wvAxhOCRL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B087Z5WDJ2,Computers & Accessories,"Logitech M510 Wireless Mouse, Mouse for Laptop and PC with USB Unifying Receiver, Programmable Buttons - Graphite",,25.,-7%,4.6 out of 5,,"32,741 ratings",https://m.media-amazon.com/images/I/61xgpXecLML.__AC_SX300_SY300_QL70_ML2_.jpg,Only 15 left in stock - order soon.,
https://www.amazon.com/dp/B0DKFMSMYK,Computers & Accessories,"AMD RYZEN 7 9800X3D 8-Core, 16-Thread Desktop Processor",,472.,,4.8 out of 5,,"1,663 ratings",https://m.media-amazon.com/images/I/71aHvYUgX1L.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B01AV8PPOQ,Computers & Accessories,"HP 952 Cyan, Magenta, Yellow Ink Cartridges (3-pack) | Works with HP OfficeJet 8702, HP OfficeJet Pro 7720, 7740, 8210, 8710, 8720, 8730, 8740 Series | Eligible for Instant Ink | N9K27AN",HP,89.,,4.6 out of 5,,"18,594 ratings",https://m.media-amazon.com/images/I/71tZw0rUWTS.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B071YHCML6,Computers & Accessories,"HP 64XL Black High-yield Ink Cartridge | Works with HP ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango Series | Eligible for Instant Ink | N9J92AN",HP,57.,,4.7 out of 5,,"23,105 ratings",https://m.media-amazon.com/images/I/71N1gNMUpbL.__AC_SX300_SY300_QL70_ML2_.jpg,Only 4 left in stock - order soon.,
https://www.amazon.com/dp/B07MCYDD62,Computers & Accessories,"HP 962 Cyan, Magenta, Yellow Ink Cartridges for HP Printers | Works with Printer Series: OfficeJet 9010, 9020 | Eligible for Instant Ink | 3YP00AN",HP,79.,,4.6 out of 5,,"12,874 ratings",https://m.media-amazon.com/images/I/71XSbgnGXcS.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0BHJJ9Y77,Computers & Accessories,"Samsung 990 PRO SSD NVMe M.2 PCIe Gen4, M.2 2280 Internal Solid State Hard Drive, Seq. Read Speeds Up to 7,450 MB/s for High End Computing, Gaming, and Heavy Duty Workstations, MZ-V9P2T0B/AM",Samsung,169.,,4.7 out of 5,,"13,014 ratings",https://m.media-amazon.com/images/I/71OWtcxKgvL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07T5SY43L,Computers & Accessories,"HUANUO Dual Monitor Stand - Full Adjustable Monitor Desk Mount Swivel Vesa Bracket with C Clamp, Grommet Mounting Base for 13 to 32 Inch Computer Screens - Each Arm Holds 4.4 to 19.8lbs",HUANUO,59.,-14%,4.6 out of 5,,"30,759 ratings",https://m.media-amazon.com/images/I/61CcipLafUL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0B7NV73PJ,Computers & Accessories,"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - Up to 150MB/s, C10, U1, Full HD, A1, MicroSD Card - SDSQUAC-256G-GN6MA [New Version]",,19.,-23%,4.7 out of 5,,"208,807 ratings",https://m.media-amazon.com/images/I/61lQ5n-udzL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08HN37XC1,Computers & Accessories,"SanDisk 2TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-2T00-G25",SanDisk,144.,-31%,4.6 out of 5,,"78,339 ratings",https://m.media-amazon.com/images/I/61zuR3UMnWL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B088TSR6YJ,Computers & Accessories,"NexiGo N60 1080P Webcam with Microphone, Adjustable FOV, Zoom, Software Control & Privacy Cover, USB HD Computer Web Camera, Plug and Play, for Zoom/Skype/Teams, Conferencing and Video Calling",NexiGo,24.,,4.3 out of 5,,"48,942 ratings",https://m.media-amazon.com/images/I/51EPhWPDRhL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B00WR23VRI,Computers & Accessories,"HP L0R46AN Inkjet Cartridge (Black/Tri-Color, 2-Pack) in Retail Packaging",HP,62.,,4.7 out of 5,,"44,603 ratings",https://m.media-amazon.com/images/I/71GAL6g9yOL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0BS4BP8FB,Computers & Accessories,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",acer,299.,-14%,4.2 out of 5,,"4,504 ratings",https://m.media-amazon.com/images/I/61gKkYQn6lL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0B6148YKN,Computers & Accessories,"Amazon Basics 128 GB Ultra Fast USB 3.1 Flash Drive, Black",,9.,-17%,4.6 out of 5,,"24,299 ratings",https://m.media-amazon.com/images/I/71RhxfozxvL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07SZKCGFJ,Computers & Accessories,"HP Original 910 Cyan, Magenta, Yellow / 910XL Black Ink Cartridges (4-Pack) | Works OfficeJet 8010, 8020 Series OfficeJet Pro 8020, 8030 Series | Eligible for Instant Ink | 3JB41AN",HP,49.,,4.6 out of 5,,"6,629 ratings",https://m.media-amazon.com/images/I/710tOwxuVvL.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B07QZ4ZKYG,Computers & Accessories,"HP 58A Black Toner Cartridge | Works with HP LaserJet Enterprise M406 Series, MFP M430 Series, Pro M404 Series, M428 Series | CF258A",,139.,,4.7 out of 5,,"2,920 ratings",https://m.media-amazon.com/images/I/71wBfO0vfOL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0CKLZ2336,Computers & Accessories,"HP 923 Black, Cyan, Magenta, Yellow Ink Cartridges for Printers (4-Pack) | Works with Printer Series: OfficeJet 8120, OfficeJet Pro 8130 | Eligible for Instant Ink | 6C3Y6LN",HP,86.,,4.6 out of 5,,973 ratings,https://m.media-amazon.com/images/I/71Jkdu41LuL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B075X6C5ZW,Computers & Accessories,"Brother Genuine TN760 High Yield Black Toner Cartridge, (For use with MFC-L2710DW MFC-L2750DW HL-L2350DW HL-L2370DW HL-L2395DW HL-L2390DW DCP-L2550DW Printers)",,84.,,4.7 out of 5,,"33,108 ratings",https://m.media-amazon.com/images/I/71+JaPq0eaL._AC_SY300_SX300_.jpg,Only 1 left in stock - order soon.,
https://www.amazon.com/dp/B09WZBZ1JQ,Computers & Accessories,"Brother MFC-J1010DW Wireless Color Inkjet All-in-One Printer with Mobile Device and Duplex Printing, Refresh Subscription and Works with Alexa",Brother,29.,,4.2 out of 5,,"7,353 ratings",https://m.media-amazon.com/images/I/61ZyrptvstL.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B0DHLCRF91,Computers & Accessories,"Samsung 990 EVO Plus SSD 2TB, PCIe Gen 4x4, Gen 5x2 M.2 2280, Speeds Up-to 7,250 MB/s, Upgrade Storage for PC/Laptops, HMB Technology and Intelligent Turbowrite 2.0, (MZ-V9S2T0B/AM)",Samsung,129.,,4.8 out of 5,,"4,644 ratings",https://m.media-amazon.com/images/I/61nq7N0igEL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B09MQWWP87,Computers & Accessories,"Taygeer Travel Backpack for Women, Carry On Backpack with USB Charging Port & Shoe Pouch, TSA 15.6inch Laptop Mochila Flight Approved, Nurse Bag Casual Daypack for Weekender Business Hiking, Pink",,17.,-25%,4.7 out of 5,,"14,957 ratings",https://m.media-amazon.com/images/I/71VQl1X3DqL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08DX9DNSJ,Computers & Accessories,"EPSON 822 DURABrite Ultra Ink High Capacity Black & Standard Color Cartridge Combo Pack (T822XL-BCS) Works with WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",Epson,78.,,4.6 out of 5,,"4,552 ratings",https://m.media-amazon.com/images/I/71fEw5tmGCL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0BTZB7F88,Computers & Accessories,"AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor",,384.,-14%,4.8 out of 5,,"5,212 ratings",https://m.media-amazon.com/images/I/51HqC0rU9HL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08264XHCZ,Computers & Accessories,"Apple iPad (10.2-Inch, Wi-Fi, 32GB) - Space Gray (Renewed)",,114.,$22.02$22.02(16%),4.3 out of 5,,"13,078 ratings",https://m.media-amazon.com/images/I/81IjVvOXGdL.__AC_SX300_SY300_QL70_ML2_.jpg,Only 13 left in stock - order soon.,
https://www.amazon.com/dp/B0B1HJ666G,Computers & Accessories,"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with MacBook pro/Air, M1 M2 M3 M4, ipad Pro, Samsung Galaxy and All USB C Device, Include Charge Cable",Sunveza,26.,,4.4 out of 5,,"4,505 ratings",https://m.media-amazon.com/images/I/51cpWg2Ay7L.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0DSW7R4VN,Computers & Accessories,"WOLFBOX MF50 Electric Air Duster-110000RPM Super Power Cordless Air Duster, 3-Gear Adjustable Mini Blower with Fast Charging, Dust Blower for Computer, Keyboard, House, Outdoor and Car",,33.,-43%,4.6 out of 5,,628 ratings,https://m.media-amazon.com/images/I/713BEhBxXWL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B09D7NN6YZ,Computers & Accessories,[Apple MFi Certified] 6Pack 3/3/6/6/6/10 FT iPhone Charger Nylon Braided Fast Charging Lightning Cable Compatible iPhone 14 Pro/13 mini/13/12/11 Pro MAX/XR/XS/8/7/Plus/6S/SE/iPad,,8.,-44%,4.4 out of 5,,"44,134 ratings",https://m.media-amazon.com/images/I/81km6VdyE2L.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B09ZGJTD57,Computers & Accessories,"HP 148A Black Laserjet Toner Cartridge | This Cartridge Works Laserjet Pro 4001, MFP 4101 | W1480A",,133.,,4.7 out of 5,,473 ratings,https://m.media-amazon.com/images/I/71tfGs06x4L.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B01BYKD628,Computers & Accessories,"HP 902XL Black High-yield Ink Cartridge | Works with HP OfficeJet 6950, 6960 Series, HP OfficeJet Pro 6960, 6970 Series | Eligible for Instant Ink | T6M14AN",HP,57.,,4.6 out of 5,,"28,199 ratings",https://m.media-amazon.com/images/I/71QsmlwPUTL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B003H2GBM4,Computers & Accessories,"HP 61 Black Ink Cartridge | Works with Printer Series: DeskJet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; ENVY 4500, 5530; OfficeJet 2620, 4630 | Eligible for Instant Ink | CH561WN",HP,26.,,4.7 out of 5,,"67,099 ratings",https://m.media-amazon.com/images/I/71aqpqNT-uL.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B09PRB1MZM,Computers & Accessories,"TP-Link Deco AX3000 WiFi 6 Mesh System(Deco X55) - Covers up to 6500 Sq.Ft. , Replaces Wireless Router and Extender, 3 Gigabit ports per unit, supports Ethernet Backhaul (3-pack)",TP-Link,149.,-25%,4.4 out of 5,,"14,345 ratings",https://m.media-amazon.com/images/I/61D7vtclcsL.__AC_SY300_SX300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B01644VWZM,Computers & Accessories,"HP N9H64FN 62 Black & Tri-color Original Ink Cartridges, 2 Cartridges (C2P04AN, C2P06AN)",HP,50.,,4.7 out of 5,,"26,994 ratings",https://m.media-amazon.com/images/I/71GYNPGE-ZL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B071Y72MNW,Computers & Accessories,"HP 64 Black Ink Cartridge | Works with HP ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango Series | Eligible for Instant Ink | N9J90AN",HP,23.,,4.6 out of 5,,"32,799 ratings",https://m.media-amazon.com/images/I/711fH7nradL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B01BYKUI9C,Computers & Accessories,"HP 65 Black Ink Cartridge for HP Printers | Works with Printer Series: AMP 100, DeskJet 2600, 3700; ENVY 5000 | Eligible for Instant Ink | N9K02AN",HP,20.,,4.7 out of 5,,"92,295 ratings",https://m.media-amazon.com/images/I/71ZQUvb4+NL._AC_SY300_SX300_.jpg,In Stock,
https://www.amazon.com/dp/B0CFQC4DB3,Computers & Accessories,"Compressed Air Duster-3 Gear Adjustable 100000RPM Electric Air Duster with LED Light, Rechargeable Cordless Air Blower for Keyboard Electric Devices Cleaning. Replaces Compressed Air Cans (Black)",,29.,-41%,4.4 out of 5,,"2,946 ratings",https://m.media-amazon.com/images/I/71pV-DVMyCL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B07MK5DG9V,Computers & Accessories,"HP 962XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 9010, Pro 9010, 9020 | Eligible for Instant Ink | 3JA03AN",HP,58.,,4.7 out of 5,,"12,855 ratings",https://m.media-amazon.com/images/I/7162bgN9kVL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0722C491T,Computers & Accessories,"HP 64XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J91AN",HP,63.,,4.7 out of 5,,"18,478 ratings",https://m.media-amazon.com/images/I/711IFEnU70L.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B01B6QGJ42,Computers & Accessories,"HP 952XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 8702, Pro 7720, 7740, 8210, 8710, 8720, 8730, 8740 | Eligible for Instant Ink | F6U19AN",HP,65.,,4.7 out of 5,,"20,972 ratings",https://m.media-amazon.com/images/I/71CBLTegWqS.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0C2V1512F,Computers & Accessories,"INIU USB C to USB C Cable, 240W Fast Charging [6.6ft, 2-Pack] Type C Charger Cord, Braided USBC Phone Charger Cable for iPhone 16 15 Pro Samsung S24 S23 Laptops MacBook iPad Switch Steam Deck etc.",,9.,-38%,4.7 out of 5,,"21,583 ratings",https://m.media-amazon.com/images/I/41r3DXOHFvL._SY445_SX342_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B01BYKV7I8,Computers & Accessories,"HP 65 Black/Tri-color Ink Cartridges (2-pack) | Works with HP AMP 100 Series, HP DeskJet 2600, 3700 Series, HP ENVY 5000 Series | Eligible for Instant Ink | T0A36AN",HP,20.,,4.7 out of 5,,"39,924 ratings",https://m.media-amazon.com/images/I/71CnN-9OIyL.__AC_SX300_SY300_QL70_ML2_.jpg,,
https://www.amazon.com/dp/B0BGSDTZVF,Computers & Accessories,iPhone Charger 3 Pack 10 ft Apple MFi Certified Lightning Nylon Braided Cable Fast Charging Cord Compatible with iPhone 13 12 11 Pro Max XR XS X 8 7 6 Plus SE iPad and More,,6.,-53%,4.4 out of 5,,"19,482 ratings",https://m.media-amazon.com/images/I/41VSoMAOu1L._SY445_SX342_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B0843HV9V1,Computers & Accessories,"HP 206X Black High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2110X, Pack of 1, Black",,123.,,4.7 out of 5,,"2,857 ratings",https://m.media-amazon.com/images/I/7191p7sYpiL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
https://www.amazon.com/dp/B08M9HND4F,Computers & Accessories,"Highwings 8K 10K 4K HDMI Cable 48Gbps 6.6FT/2M, Certified Ultra High Speed HDMI Cable Braided Cord-4K@120Hz 8K@60Hz, DTS:X, HDCP 2.2 & 2.3, HDR 10 Compatible with Roku TV/PS5/HDTV/Blu-ray",,8.,-10%,4.7 out of 5,,"35,980 ratings",https://m.media-amazon.com/images/I/81i+RJVMZpL._AC_SY300_SX300_.jpg,In Stock,
https://www.amazon.com/dp/B08SWN848G,Computers & Accessories,"HP Original 67 Tri-Color / 67XL Black Ink Cartridges (2-Pack) | Works DeskJet 1255, 2700, 4100 Series Envy 6000, 6400 Series | Eligible for Instant Ink | 3YP30AN",HP,51.,,4.7 out of 5,,"3,577 ratings",https://m.media-amazon.com/images/I/71wDrYH+oeL._AC_SY300_SX300_.jpg,In Stock,
https://www.amazon.com/dp/B08H8ZLKKK,Computers & Accessories,"TP-Link AX1800 WiFi 6 Router V4 (Archer AX21) – Dual Band Wireless Internet, Gigabit, Easy Mesh, Works with Alexa - A Certified for Humans Device",TP-Link,58.,-42%,4.4 out of 5,,"21,638 ratings",https://m.media-amazon.com/images/I/51NPaIorJiL.__AC_SX300_SY300_QL70_ML2_.jpg,In Stock,
